Abbreviation,Parent,Color,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
BOL,South America,#fe9929,19846,19350,18849,18363,17837,17317,16748,16154,15559,14914,14275,13644,13029,12406,11830,11223,10665,10130,9621,9191,8818,8478,8173,7902,7662,7428
BRA,South America,#fe9929,189033,179967,170949,161496,152565,143617,135240,126622,118480,110829,102659,95140,88031,81420,75044,69608,64790,60872,57193,54018,51288,48631,45994,43945,41570,39763
CHL,South America,#fe9929,4302,3925,3603,3282,3048,2872,2754,2664,2551,2391,2237,2116,2026,1991,1959,1929,1923,1941,1882,1846,1809,1773,1762,1776,1744,1713
COL,South America,#fe9929,25282,24381,23532,22650,21751,20857,19988,19241,18533,17944,17375,16810,16319,15810,15201,14660,14111,13564,13025,12496,11979,11475,11058,10574,10175,9708
CRI,Central America,#fec44f,1138,1106,1071,1043,1022,1022,1020,983,921,852,792,751,706,678,661,645,652,651,643,634,631,620,602,577,553,535
CUB,Caribbean,#fee391,1696,1542,1475,1428,1352,1233,1134,1052,1001,935,899,836,788,744,689,652,618,614,600,588,578,554,556,543,541,524
DMA,Caribbean,#fee391,21,21,21,20,20,19,18,17,16,15,15,14,14,14,14,15,16,17,19,21,23,26,29,31,33,34
DOM,Caribbean,#fee391,9525,9229,8918,8593,8282,7970,7707,7454,7255,7088,6970,6854,6756,6651,6582,6506,6423,6358,6267,6195,6119,6017,5911,5779,5624,5467
ECU,South America,#fe9929,12923,12440,11945,11470,10983,10514,10062,9627,9245,8890,8569,8287,8047,7852,7698,7521,7379,7235,7085,6894,6728,6587,6406,6221,6030,5867
SLV,Central America,#fec44f,7166,6827,6479,6119,5760,5382,5019,4644,4294,3960,3662,3376,3122,2901,2699,2526,2378,2238,2117,2000,1887,1803,1711,1633,1569,1517
GRD,Caribbean,#fee391,47,43,39,36,34,32,30,28,28,27,26,26,25,25,25,25,25,25,26,26,26,27,28,28,29,29
GTM,Central America,#fec44f,21003,20522,20069,19596,19106,18605,18106,17618,17144,16678,16209,15690,15203,14633,14118,13551,13031,12573,12143,11743,11371,11058,10754,10450,10185,9956
GUY,South America,#fe9929,955,933,909,887,862,837,811,781,752,721,689,658,628,598,571,547,526,510,495,484,475,466,458,448,437,426
HTI,Caribbean,#fee391,25444,24805,24172,23541,22908,22241,21611,20938,20302,19655,19063,18531,18040,17616,17254,16893,16551,16220,15871,22505,15086,14771,14364,13988,13616,13248
HND,Central America,#fec44f,8297,8123,7930,7717,7524,7314,7110,7688,6663,6451,6200,5957,5702,5456,5201,4937,4689,4458,4229,4024,3827,3660,3522,3374,3274,3160
JAM,Caribbean,#fee391,1497,1446,1397,1355,1307,1264,1213,1165,1115,1069,1023,984,946,916,894,874,850,828,805,783,756,730,705,681,657,633
MEX,Central America,#fec44f,84895,81536,78359,74876,71818,68441,65239,61727,58407,55041,52123,49173,46455,43987,41791,39889,38296,37009,35788,34615,33700,32781,31834,31080,30048,29211
NIC,Central America,#fec44f,7260,6932,6602,6258,5931,5605,5283,5143,4676,4412,4168,3947,3749,3558,3400,3232,3079,2923,2779,2645,2523,2412,2303,2195,2101,2021
PAN,Central America,#fec44f,1635,1609,1597,1593,1590,1587,1584,1578,1563,1546,1520,1493,1467,1441,1415,1390,1366,1334,1310,1284,1256,1226,1202,1167,1138,1108
PRY,South America,#fe9929,5083,4968,4848,4738,4635,4521,4392,4263,4136,3971,3833,3684,3544,3415,3296,3199,3106,3026,2931,2834,2751,2668,2588,2524,2461,2385
PER,South America,#fe9929,35390,33672,31762,29748,27712,25668,23698,21749,20020,18386,16971,15706,14587,13611,12716,11965,11296,10643,10122,9605,9146,8678,8320,7947,7623,7287
KNA,Caribbean,#fee391,23,22,22,21,21,20,19,18,17,16,15,14,13,12,12,11,10,10,9,9,8,8,8,7,7,7
LCA,Caribbean,#fee391,67,66,64,62,60,57,54,51,48,45,42,40,38,37,35,34,33,32,31,30,29,29,28,27,26,25
VCT,Caribbean,#fee391,52,50,49,48,47,46,46,44,43,42,41,41,40,39,39,38,38,37,36,35,34,32,30,29,27,26
SUR,South America,#fe9929,434,423,412,400,388,374,361,348,335,322,310,297,286,275,264,254,245,237,228,220,214,207,200,194,187,181
TTO,Caribbean,#fee391,639,600,565,534,509,490,476,465,457,453,452,450,449,444,440,435,427,421,412,401,389,375,359,344,324,308
URY,South America,#fe9929,1138,1120,1098,1067,1034,993,939,892,839,804,775,752,723,691,648,606,561,516,482,454,436,419,407,395,389,382
VEN,South America,#fe9929,13726,13390,13156,12977,12688,12351,11966,11471,11675,10725,10418,10170,9921,9669,9414,9155,8949,8858,8821,8839,8850,8856,8795,8728,8596,8400
DZA,Northern Africa,#a50f15,32980,31534,30042,28390,26782,25187,23730,22465,21508,20727,20188,19787,19545,19466,19488,19686,19920,20184,20415,20647,20845,20908,21037,20961,20792,20276
BHR,Western Asia,#fa9fb5,276,266,253,236,217,199,184,172,163,158,154,154,154,153,153,153,150,148,146,142,142,141,141,141,141,140
DJI,Eastern Africa,#fb6a4a,2012,2020,2015,1994,1963,1922,1877,1838,1797,1760,1724,1688,1648,1606,1557,1508,1458,1412,1370,1330,1296,1264,1234,1207,1176,1148
EGY,Northern Africa,#a50f15,113502,106663,99906,93088,86905,81095,76172,71870,68283,65311,63001,60706,58905,57236,55975,55094,54515,54229,54349,54486,54635,54359,53523,52592,50866,48957
IRN,Southern Asia,#dd3497,75288,69071,63328,58028,53120,48671,44675,41098,37921,35138,32856,30896,29187,27902,26742,25664,24749,23952,23096,22410,21733,20917,20243,19306,18392,17381
IRQ,Western Asia,#fa9fb5,27783,27939,28198,28419,28728,29028,29296,29516,29605,29734,29842,29955,30182,30361,30675,30942,31241,31551,31852,32123,32234,32387,32350,32115,31913,31513
ISR,Western Asia,#fa9fb5,931,898,866,823,801,766,752,735,728,706,694,682,655,641,626,612,597,582,581,579,560,536,543,514,499,482
JOR,Western Asia,#fa9fb5,3757,3785,3818,3839,3844,3843,3821,3795,3741,3693,3629,3585,3537,3504,3505,3527,3549,3601,3658,3713,3758,3786,3792,3773,3728,3681
KWT,Western Asia,#fa9fb5,653,565,524,504,492,491,489,489,487,485,482,480,484,487,494,507,522,531,538,538,534,522,513,496,482,467
LBN,Western Asia,#fa9fb5,1754,1669,1587,1513,1439,1370,1293,1221,1148,1067,983,898,813,731,662,603,562,537,533,536,549,563,580,592,605,602
LBY,Northern Africa,#a50f15,4381,4107,3863,3640,3442,3280,3141,3013,2905,2807,2731,2653,2582,2493,2395,2284,2159,2040,1941,1846,1819,1692,1621,1543,1473,1387
MLT,Southern Europe,#08519c,51,49,47,44,43,40,38,36,33,31,29,27,25,24,23,23,23,23,23,23,24,24,24,25,25,25
MAR,Northern Africa,#a50f15,43401,41277,39181,37054,35001,33001,31168,29530,28097,26796,25731,24737,23846,23040,22319,21633,21058,20525,20083,19705,19289,18805,18236,17718,17047,16381
OMN,Western Asia,#fa9fb5,2025,1824,1637,1472,1330,1198,1081,980,883,804,736,681,645,620,602,602,614,631,651,679,705,728,739,750,747,745
QAT,Western Asia,#fa9fb5,175,163,153,145,139,134,130,127,126,125,125,125,125,125,127,130,133,138,144,150,157,164,170,177,183,185
SAU,Western Asia,#fa9fb5,19087,17733,16418,15227,14184,13200,12295,11537,10932,10370,9961,9583,9336,9098,8976,8907,8769,8557,8388,8145,7952,7757,7562,7366,7103,6953
SYR,Western Asia,#fa9fb5,13000,12548,12180,11848,11539,11280,11004,10692,10387,10097,9784,9462,9190,8864,8633,8325,8035,7757,7487,7326,7159,7085,6814,6520,6183,5921
TUN,Northern Africa,#a50f15,8916,8369,7797,7233,6703,6171,5671,5217,4790,4424,4101,3836,3593,3404,3252,3120,3024,2957,2895,2845,2800,2755,2706,2612,2537,2442
ARE,Western Asia,#fa9fb5,657,626,604,579,555,537,520,511,505,503,506,519,537,552,574,596,617,635,639,645,644,646,641,630,616,599
GAZA,Western Asia,#fa9fb5,3387,3389,3383,3357,3320,3272,3205,3133,3062,2983,2912,2853,2797,2758,2725,2698,2677,2659,2643,2628,2625,2608,2588,2565,2537,2504
YEM,Western Asia,#fa9fb5,54936,54916,54760,54430,53910,53212,52160,50920,49476,47919,46306,44740,43248,41882,40493,39160,37885,36738,35789,35272,35432,35870,36333,36730,37056,37312
CAN,Northern America,#ec7014,2559,2481,2351,2285,2133,2050,1929,1883,1809,1746,1764,1763,1741,1763,1794,1830,1832,1830,1860,1845,1824,1797,1804,1771,1737,1663
USA,Northern America,#ec7014,36071,35006,33838,32589,31689,30387,29512,28693,28338,28054,27840,27671,27921,28162,27952,27660,27263,26767,26189,25154,24525,23941,23438,23033,22726,22500
AFG,Southern Asia,#dd3497,74324,75406,76860,78575,80405,82227,83955,85436,86705,87545,87865,87913,87431,86641,85408,83909,81908,79546,76883,74119,71359,68696,66203,64027,62058,60384
BGD,Southern Asia,#dd3497,353279,338336,323476,308766,294599,280963,267781,254946,242376,230718,218790,207295,196261,185404,174483,163976,153663,143984,134984,126345,118378,111018,104499,98129,92189,86948
BTN,Southern Asia,#dd3497,1694,1588,1486,1388,1297,1211,1131,1057,989,925,868,818,770,728,686,649,613,579,544,514,484,460,438,419,403,387
IND,Southern Asia,#dd3497,2330784,2275924,2226181,2173643,2121284,2066303,2011132,1952519,1892903,1834868,1772882,1709782,1650996,1588050,1528865,1467215,1400244,1333882,1266175,1195707,1129205,1067732,1009370,956818,909704,867336
MDV,Southern Asia,#dd3497,582,543,501,458,415,373,332,293,257,225,197,172,151,137,119,108,100,93,87,81,76,72,67,64,60,57
NPL,Southern Asia,#dd3497,67212,64978,62774,60508,58230,55913,53393,50908,48243,45583,42960,40342,37919,35496,33232,31049,29009,26985,25068,23285,21672,20248,18958,17854,16915,16172
PAK,Southern Asia,#dd3497,447340,443185,438145,432958,426787,419912,411747,402813,393846,384929,376742,370709,366252,364341,363975,364889,367027,369274,371117,371664,371109,368832,364863,358685,352468,345772
LKA,Southern Asia,#dd3497,6381,6331,6286,6175,5966,5769,5517,5280,5057,4878,4779,4720,4662,5606,4453,4257,4041,3808,3633,3446,3252,3125,2966,2813,2699,2560
AGO,Middle Africa,#ef3b2c,84055,86250,88427,90482,92300,93759,94936,95828,96428,96645,96620,96227,95221,93945,92139,89992,87352,84476,81264,78145,74957,72074,69450,67358,65843,64595
BEN,Western Africa,#fc9272,24097,24177,24230,24352,24521,24743,24994,25175,25313,25381,25325,25230,25094,24946,24846,24794,24790,24866,24954,25089,25199,25284,25308,25271,25132,24971
BWA,Southern Africa,#cb181d,1977,2060,2153,2244,2329,2394,2441,2466,2501,2468,2424,2372,2319,2256,2090,2044,2090,2089,2057,2020,2063,2012,1924,1896,1796,1727
BFA,Western Africa,#fc9272,41036,42062,43089,44020,44889,45588,46243,46842,47425,47987,48418,48713,48804,48557,47947,47181,46187,45146,44063,42951,41824,40696,39786,38974,38270,37679
BDI,Eastern Africa,#fb6a4a,27636,27834,27850,27662,27329,26911,26415,25879,25361,24918,24602,24440,24293,24149,24025,23811,23551,23275,22999,22721,22451,22208,21973,21756,21475,21215
CPV,Western Africa,#fc9272,641,626,613,599,576,545,504,459,415,374,340,316,299,289,283,281,277,272,266,257,248,237,229,221,213,205
CMR,Middle Africa,#ef3b2c,47208,49467,51904,54270,56531,58537,60301,61467,61952,61837,61197,60359,59535,58834,58316,57552,56744,55662,54442,52615,51258,49603,47907,46677,45197,44320
CAF,Middle Africa,#ef3b2c,13794,14071,14391,14718,15039,15377,15684,15951,16210,16424,16618,16789,16919,17023,17096,17089,17098,17011,16832,16623,16348,16041,15773,15326,14916,14461
TCD,Middle Africa,#ef3b2c,33476,34287,35174,36103,37007,37962,38862,39780,40627,41470,42253,43006,43714,44368,44908,45376,45719,45993,46095,46190,46232,46231,46252,46240,46197,46120
COM,Eastern Africa,#fb6a4a,1493,1471,1451,1435,1427,1424,1428,1438,1452,1471,1495,1523,1547,1565,1572,1570,1568,1562,1551,1540,1522,1510,1491,1469,1444,1419
COD,Middle Africa,#ef3b2c,188975,193901,198857,203950,208772,213262,217013,220425,223314,225709,227439,228965,230754,232108,233468,234792,236012,237028,238026,238660,238858,238877,238415,237476,236390,234878
COG,Middle Africa,#ef3b2c,5653,5925,6260,6642,7083,7552,8047,8519,8901,9158,9267,9215,9029,8764,8440,8110,7819,7554,7351,7198,7082,6989,6943,6898,6841,6778
CIV,Western Africa,#fc9272,55416,57026,58750,60398,62051,63546,64777,65707,66311,66576,65088,64824,64384,63754,63103,62385,61032,60358,59850,60054,59666,59284,58554,57856,57180,56524
GNQ,Middle Africa,#ef3b2c,2262,2284,2309,2339,2373,2411,2448,2486,2520,2554,2586,2614,2642,2664,2686,2701,2715,2723,2729,2732,2733,2734,2730,2720,2713,2698
ERI,Eastern Africa,#fb6a4a,11042,10439,9795,9172,8582,8069,7643,7305,7049,6881,6780,6728,6680,6646,6600,6545,6465,6360,6232,6101,5956,5807,5647,5498,5365,5233
ETH,Eastern Africa,#fb6a4a,270323,271760,272203,271658,270345,268508,266221,262826,258842,253420,246306,237366,227735,217063,206173,195571,185991,176899,169207,162286,156067,150131,144984,140260,135952,132073
GAB,Middle Africa,#ef3b2c,2101,2121,2135,2156,2171,2180,2191,2193,2195,2190,2183,2178,2174,2168,2166,2169,2160,2152,2153,2149,2139,2115,2081,2077,2040,1971
GMB,Western Africa,#fc9272,3438,3450,3457,3458,3461,3460,3456,3455,3453,3455,3456,3454,3448,3439,3431,3420,3412,3415,3409,3407,3400,3396,3387,3379,3366,3349
GHA,Western Africa,#fc9272,43765,43388,43243,43287,43460,43630,43649,43438,43116,42622,42174,41724,41426,41289,41248,41232,41229,41136,40844,40317,39682,38922,38118,37363,36500,35721
GIN,Western Africa,#fc9272,38987,39435,39790,39980,39969,39798,39430,38847,38066,37143,36105,35020,33959,32981,32064,31254,30513,29837,29188,28609,28019,27504,27020,26526,26067,25644
GNB,Western Africa,#fc9272,5904,5865,5819,5764,5702,5621,5539,5458,5380,5302,5226,5150,5062,4971,4870,4769,4666,4558,4455,4344,4234,4133,4033,3942,3860,3784
KEN,Eastern Africa,#fb6a4a,63551,65460,67477,69741,71806,73786,75419,76423,77031,77073,76541,75589,74240,72487,70288,68277,66440,63520,62241,61092,59711,59030,57936,56307,54285,53496
LSO,Southern Africa,#cb181d,4105,4131,4191,4281,4389,4492,4584,4648,4688,4700,4697,4693,4683,4635,4617,4567,4446,4529,4374,4320,4251,4410,4468,4466,4495,4386
LBR,Western Africa,#fc9272,15867,15664,15436,15235,15049,14912,14794,14663,14452,14125,13729,13260,12700,12107,11506,10938,10437,9990,9609,9299,9020,8756,8536,8332,8162,8013
MDG,Eastern Africa,#fb6a4a,48859,48957,49114,49203,49026,48603,47787,46687,45364,43956,42488,41054,39686,38473,37223,36075,34958,33873,32752,31677,30735,29784,29134,28558,28135,27702
MWI,Eastern Africa,#fb6a4a,57677,56147,54752,53658,53015,52912,52913,52746,52078,50657,48402,45696,42919,40494,38782,37843,37299,36354,35672,34571,32369,30506,28770,27429,26296,25495
MLI,Western Africa,#fc9272,52926,53546,54334,55252,56310,57386,58390,59267,59795,60043,59926,59563,58962,58132,57333,56541,55815,55231,54676,54239,53666,53125,52649,52192,51701,51341
MRT,Western Africa,#fc9272,5828,5914,6019,6153,6292,6444,6603,6756,6914,7066,7222,7369,7519,7637,7734,7809,7874,7927,7965,7973,7985,7984,7984,7956,7913,7857
MUS,Eastern Africa,#fb6a4a,416,407,408,413,422,426,418,397,365,329,300,277,264,256,252,249,242,229,214,202,195,188,183,180,172,164
MOZ,Eastern Africa,#fb6a4a,100741,102128,103284,103885,103880,103010,101169,98628,95852,92974,90087,87311,84780,82278,79920,77643,74263,72301,69990,69119,66444,64257,62466,60888,59763,58681
NAM,Southern Africa,#cb181d,2548,2559,2583,2616,2659,2712,2758,2799,2838,2863,2869,2869,2858,2795,2641,2543,2507,2585,2667,2621,2594,2657,2542,2457,2446,2311
NER,Western Africa,#fc9272,57977,58393,58527,58391,58002,57644,57417,57445,57521,57592,57412,57024,56350,55503,54615,53617,52657,51744,50968,50185,49645,49285,49209,49170,49364,49616
NGA,Western Africa,#fc9272,526107,535458,545711,554660,562717,569338,573417,575657,576796,576113,573916,571094,566996,562664,556383,549338,542164,535507,527491,520546,512630,504984,497623,489949,483487,475593
RWA,Eastern Africa,#fb6a4a,29522,30278,31593,36577,34805,33214,34797,35865,34628,34477,32992,31119,28920,26445,24145,21976,20049,18440,17073,15720,14320,13318,12472,11792,11173,10766
STP,Middle Africa,#ef3b2c,309,315,320,322,323,323,319,315,308,301,292,283,272,263,253,244,236,228,220,212,205,198,192,186,181,176
SEN,Western Africa,#fc9272,23190,23596,24136,24745,25355,25896,26368,26629,26715,26513,26056,25451,24767,24031,23361,22712,22165,21713,21258,20886,20441,20020,19574,19110,18637,18221
SYC,Eastern Africa,#fb6a4a,23,22,21,20,19,19,18,18,18,18,19,19,19,20,20,21,21,21,21,21,21,21,21,20,20,19
SLE,Western Africa,#fc9272,29842,29964,29994,29922,29786,29634,29489,29413,29395,29472,29608,29767,29919,30018,30021,29791,29352,28676,27772,26733,25617,24510,23497,22620,21888,21250
SOM,Eastern Africa,#fb6a4a,37642,38060,38770,39635,40546,41457,42356,43241,44114,44988,45883,46821,47816,48875,49994,50964,51706,51983,51809,51691,51418,51166,50887,50642,50489,50184
ZAF,Southern Africa,#cb181d,47261,46472,46157,46441,47115,47969,48669,49414,50076,50977,52215,53680,54813,55277,55066,53618,51041,49944,46304,43096,43080,43354,42525,41641,41519,39937
SSD,Eastern Africa,#fb6a4a,38462,37406,36290,35254,34309,33471,32723,32032,31370,30718,30110,29609,29102,28625,28228,27773,27458,27183,26985,26790,26639,26420,26216,25948,25786,25525
SDN,Northern Africa,#a50f15,68972,70056,70964,71739,72264,72530,72547,72332,71889,71215,70517,69579,68627,67558,66495,65563,64545,63693,62789,61968,61245,60508,59766,59026,58420,57698
SWZ,Southern Africa,#cb181d,1796,1830,1904,2008,2125,2240,2344,2439,2529,2604,2666,2717,2762,2777,2775,2577,2579,2597,2502,2418,2221,2224,2174,2075,2028,2010
TZA,Eastern Africa,#fb6a4a,119400,120700,121707,122431,122760,122449,121612,119828,117308,113855,110123,106349,102781,99862,97269,95664,93542,91765,90920,88682,87881,86900,86394,85822,85204,84339
TGO,Western Africa,#fc9272,13947,13945,13954,13968,13981,14034,14092,14180,14253,14354,14452,14514,14569,14587,14563,14518,14432,14336,14210,14059,13884,13737,13550,13350,13166,12951
UGA,Eastern Africa,#fb6a4a,89439,91024,93323,96688,100927,105740,110479,114094,116182,116498,115111,112452,108505,103670,98537,93366,88459,84444,81857,79323,76268,73311,70796,67613,66093,64964
ZMB,Eastern Africa,#fb6a4a,39730,40681,41537,42089,42547,43095,43719,44187,44340,43954,42793,40857,38655,36288,34028,32628,32200,31156,30310,29562,29427,28903,28845,28314,27284,27270
ZWE,Eastern Africa,#fb6a4a,19337,19928,20632,21341,22105,22737,23283,23673,23950,24323,24722,25277,25862,26686,27533,28445,29181,29558,29619,29007,28061,26337,25082,23479,22300,21255